source,destination,tx_packets,rx_packets,lost_packets,loss_percent,tx_bytes,rx_bytes,total_delay_us,delay_per_packet_us,total_jitter_us,jitter_per_packet_us,throughput_bps,throughput_kbps,throughput_mbps
10.1.1.1,10.1.1.5,10,10,0,0.00,10520,10520,15587,1559,2640,293,9350.07,9.35,0.009
